CMPL123__AuditTrail_External_Id__c,CMPL123__Child_Relationships_Object__c,CMPL123__Fields__c,CMPL123__Is_Active__c,CMPL123__Parent_Relationship_Object__c,CMPL123__Report_Title_Predefined_Field__c,CMPL123__RFC_Comment_Fields__c,CMPL123__RFC_Fields__c,Id,Name
a075r000006gDL4AAM,ContentDocumentLink-LinkedEntityId,"CMPL123CME__AE_Cause_Codes__c,CMPL123CME__AE_Codes__c,CMPL123CME__AE_FDA_Term__c,CMPL123CME__Accessories__c,CMPL123CME__Address_of_National_Competent_Authority__c,CMPL123CME__Age_Units__c,CMPL123CME__AuthorisedRepresentativeCountry__c,CMPL123CME__Authorised_Representative_Address__c,CMPL123CME__Authorised_Representative_City__c,CMPL123CME__Authorised_Representative_Contact__c,CMPL123CME__Authorised_Representative_Country__c,CMPL123CME__Authorised_Representative_Email__c,CMPL123CME__Authorised_Representative_Fax__c,CMPL123CME__Authorised_Representative_Name__c,CMPL123CME__Authorised_Representative_Phone__c,CMPL123CME__Authorised_Representative_Postal_Code__c,CMPL123CME__Catalogue_Number__c,CMPL123CME__Classification_of_Incident__c,CMPL123CME__Clinical_Investigation_Name__c,CMPL123CME__Clinical_Investigation_Number__c,CMPL123CME__Comments__c,CMPL123CME__Commercial_Name__c,CMPL123CME__Contact_Info__c,CMPL123CME__Contact_Person_in_Facility__c,CMPL123CME__Countries_list__c,CMPL123CME__Device_Expiry_Date__c,CMPL123CME__Device_Mfr_Date__c,CMPL123CME__Duration_of_Implantation__c,CMPL123CME__Event_Code__c,CMPL123CME__Expected_Date_of_Next_Report__c,CMPL123CME__Explant_Date__c,CMPL123CME__FDAReport__c,CMPL123CME__FDA_Report__c,CMPL123CME__Final_Comments_of_Manufacturer__c,CMPL123CME__Form_Language__c,CMPL123CME__Further_Investigations__c,CMPL123CME__Gender__c,CMPL123CME__HealthCare_Address__c,CMPL123CME__HealthCare_City__c,CMPL123CME__HealthCare_Country__c,CMPL123CME__HealthCare_Email__c,CMPL123CME__HealthCare_Fax__c,CMPL123CME__HealthCare_Phone__c,CMPL123CME__HealthCare_Postal_Code__c,CMPL123CME__HealthcareCountry__c,CMPL123CME__Healthcare_Professional_Aware_Date__c,CMPL123CME__If_Yes_State_ReportRef_and_Countries__c,CMPL123CME__If_device_operator_is_others_specify__c,CMPL123CME__If_status_of_submitter_is_others_specify__c,CMPL123CME__If_usage_of_med_device_is_others_specify__c,CMPL123CME__If_yes_state_report_ref_and_countries_LT__c,CMPL123CME__Implant_Date__c,CMPL123CME__Incident_Date__c,CMPL123CME__Incident_Description_Narrative__c,CMPL123CME__Initial_Corrective_Preventive_Actions__c,CMPL123CME__Lot_Numbers__c,CMPL123CME__ManufacturerCountry__c,CMPL123CME__Manufacturer_Address__c,CMPL123CME__Manufacturer_Awareness_Date__c,CMPL123CME__Manufacturer_City__c,CMPL123CME__Manufacturer_Contact__c,CMPL123CME__Manufacturer_Country__c,CMPL123CME__Manufacturer_Device_Analysis_Results__c,CMPL123CME__Manufacturer_Disclaimer__c,CMPL123CME__Manufacturer_Email__c,CMPL123CME__Manufacturer_Fax__c,CMPL123CME__Manufacturer_Name__c,CMPL123CME__Manufacturer_Phone__c,CMPL123CME__Manufacturer_Postal_code__c,CMPL123CME__Manufacturer_Preliminary_Analysis__c,CMPL123CME__Manufacturer_Reference_Number__c,CMPL123CME__Manufacturer_Remedial_Action__c,CMPL123CME__Medical_Device_Class__c,CMPL123CME__Medical_Device_Current_Location__c,CMPL123CME__Medical_Device_Distributed_Countries__c,CMPL123CME__Medical_Device_Operator_During_Incident__c,CMPL123CME__Model_Number__c,CMPL123CME__NCA_Reference_Number__c,CMPL123CME__Name_of_Healthcare_Facility__c,CMPL123CME__NomenclatureSystem_preferable_GMDN__c,CMPL123CME__Nomenclature_Code__c,CMPL123CME__Nomenclature_System__c,CMPL123CME__Nomenclature_Text__c,CMPL123CME__Notified_Body_ID_Number__c,CMPL123CME__Number_of_Medical_Devices_Involved__c,CMPL123CME__Number_of_Patients_Involved__c,CMPL123CME__Number_of_Similar_Incidents__c,CMPL123CME__Number_of_similarIncidents__c,CMPL123CME__Numberof_Medical_Devices_Involved__c,CMPL123CME__Numberof_patients_involved__c,CMPL123CME__Other_Countries__c,CMPL123CME__Other_NCA__c,CMPL123CME__Other_Relevant_History__c,CMPL123CME__PatientOutcome__c,CMPL123CME__Patient_Corrective_Action__c,CMPL123CME__Patient_Identifier__c,CMPL123CME__Patient_Outcome__c,CMPL123CME__Patient_Weight__c,CMPL123CME__Patient_age__c,CMPL123CME__Recipient_Name_of_NCA__c,CMPL123CME__Relevant_Lab_Data__c,CMPL123CME__Remedial_Action__c,CMPL123CME__Report_Date__c,CMPL123CME__Scheduled_Time_for_Identified_Actions__c,CMPL123CME__Serial_Numbers__c,CMPL123CME__Serious_Public_Threat__c,CMPL123CME__Signature_1_Performed_By__c,CMPL123CME__Signature_1_Performed_On__c,CMPL123CME__Signature_2_Performed_By__c,CMPL123CME__Signature_2_Performed_On__c,CMPL123CME__Software_Version__c,CMPL123CME__Status_of_Submitter__c,CMPL123CME__SubmitterCountry__c,CMPL123CME__Submitter_Address__c,CMPL123CME__Submitter_City__c,CMPL123CME__Submitter_Contact__c,CMPL123CME__Submitter_Country__c,CMPL123CME__Submitter_Email__c,CMPL123CME__Submitter_Fax__c,CMPL123CME__Submitter_Name__c,CMPL123CME__Submitter_Phone__c,CMPL123CME__Submitter_Postal_Code__c,CMPL123CME__Type_of_Report__c,CMPL123CME__Usage_of_Medical_Device__c,CMPL123CME__User_Facility_Report_Reference__c,CMPL123CME__User_facility_number__c,CMPL123CME__Version__c,CMPL123CME__Whether_Manufacturer_Aware__c,CMPL123CME__XML_Created_Date_Time__c",true,"CMPL123CME__Complaint__r,Owner,RecordType",,,,a077E00000QHAPlQAP,CMPL123CME__MEDDEV__c
a075r000006gDL5AAM,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Date_Issued__c,CMPL123QMS__Expiry_Date__c,CMPL123QMS__Type__c,Name",true,"CMPL123QMS__Vendor__r,Owner,RecordType",,,,a077E00000QHAPmQAP,CMPL123QMS__Certificate__c
a075r000006gDL6AAM,"CMPL123CME__Investigation_Items__c-CMPL123CME__Investigation_Template_Item__c,CMPL123CME__Investigation_Template_Item__c-CMPL123CME__Parent_Item__c,ContentDocumentLink-LinkedEntityId","CMPL123CME__Description_URL__c,CMPL123CME__Field_Type__c,CMPL123CME__Instructions__c,CMPL123CME__Investigation_Comment_Required_Options__c,CMPL123CME__Investigation_Item_Description__c,CMPL123CME__Investigation_Item_Value__c,CMPL123CME__Investigation_Template_External_Id__c,CMPL123CME__Item_No__c,CMPL123CME__Picklist_Values__c,CMPL123CME__Weight__c",true,"CMPL123CME__Investigation_Template__r,CMPL123CME__Parent_Item__r,RecordType",,,,a077E00000QHAPnQAP,CMPL123CME__Investigation_Template_Item__c
a075r000006gDL7AAM,"CMPL123__Action__c-OLY_Investigation__c,ContentDocumentLink-LinkedEntityId,CMPL123__Memo__c-Investigation__c","CMPL123Rule_Key_Value__c,CMPL123Task_Key_Value__c,Name,OLY_Approved_By__c,OLY_Approved_Date__c,OLY_Approved_On__c,OLY_Canceled_By__c,OLY_Canceled_Date__c,OLY_Complaint_CAPA_History_Review__c,OLY_Completed_By__c,OLY_Completed_Date__c,OLY_DHR_Review__c,OLY_Escalation_Determination__c,OLY_Event_Description__c,OLY_Investigation_Summary_Local_Language__c,OLY_Investigation_Summary__c,OLY_Is_Changed_to_PTI__c,OLY_Labeling_Review__c,OLY_Product_Analysis__c,OLY_Regional_Investigation_Center__c,OLY_Rejected_By__c,OLY_Rejected_Date__c,OLY_Related_Approved_Investigation_Rpt__c,OLY_Reopened_By__c,OLY_Reopened_Date__c,OLY_Risk_Review__c,OLY_Submitted_By__c,OLY_Submitted_Date__c",true,"TWD_Investigator__r,OLY_Assigned_to_Group__r,TWD_Complaint__r,Owner,RecordType",,,,a077E00000QHAPoQAP,CMPL123QMS__Investigation__c
a075r000006gDL8AAM,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Integration_ID__c,CMPL123QMS__Integration_Message__c,CMPL123QMS__MessageID__c",true,Owner,,,,a077E00000QHAPpQAP,CMPL123QMS__Vendor_Change_Request__c
a075r000006gDL9AAM,"CMPL123QMS__Approved_Material__c-CMPL123QMS__Supplier_Site__c,CMPL123QMS__Audit_Finding__c-CMPL123QMS__Supplier_Site__c,CMPL123QMS__Non_Conformance__c-CMPL123QMS__Supplier_Site__c,CMPL123QMS__Supplier_Site_Approved_Material_User__c-CMPL123QMS__Supplier_Site__c,CMPL123QMS__Supplier_Site_Assessment_User__c-CMPL123QMS__Supplier_Site__c,CMPL123QMS__Supplier_Site_Audit_Finding_User__c-CMPL123QMS__Supplier_Site__c,CMPL123QMS__Supplier_Site_Audit_User__c-CMPL123QMS__Supplier_Site__c,CMPL123QMS__Supplier_Site_Certificate_User__c-CMPL123QMS__Supplier_Site__c,CMPL123QMS__Supplier_Site_Certificate__c-CMPL123QMS__Supplier_Site__c,CMPL123QMS__Supplier_Site_Related_Material_User__c-CMPL123QMS__Supplier_Site__c,CMPL123QMS__Supplier_Site_SCAR_User__c-CMPL123QMS__Supplier_Site__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Integration_ID__c,CMPL123QMS__Integration_Message__c,CMPL123QMS__MessageID__c,CMPL123QMS__Overall_Material_Risk_Details__c,CMPL123QMS__Overall_Material_Risk__c,Name",true,"CMPL123QMS__Parent_Supplier__r,Owner",,,,a077E00000QHAPqQAP,CMPL123QMS__Supplier_Site__c
a075r000006gDLAAA2,"CMPL123CME__Complaint__c-TWD_Product_Name__c,CMPL123QMS__Deviation__c-TWD_Product_2__c,CMPL123QMS__Nonconformance_Action__c-CMPL123QMS__Product__c,ContentDocumentLink-LinkedEntityId","Description,DisplayUrl,ExternalId,Family,IsActive,Name,ProductCode,QuantityUnitOfMeasure,StockKeepingUnit",true,,,,,a077E00000QHAPrQAP,Product2
a075r000006gDLDAA2,"CMPL123CME__Complaint__c-TWD_Harm_Code__c,CMPL123QMS__Harm_Library_Item__c-CMPL123QMS__Harm_Code__c,CMPL123QMS__Harm__c-CMPL123QMS__Harm_Code__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Description__c,CMPL123QMS__Short_Description__c,CMPL123QMS__SoH_Score_Picklist__c,CMPL123QMS__SoH_Score__c,CMPL123QMS__Status__c",true,"Owner,RecordType",,,,a077E00000QHAPsQAP,CMPL123QMS__Harm_Code__c
a075r000006gDLEAA2,ContentDocumentLink-LinkedEntityId,,true,"CMPL123QMS__Product__r,CMPL123QMS__Risk__r",,,,a077E00000QHAPtQAP,CMPL123QMS__Risk_Product__c
a075r000006gDLFAA2,"CMPL123QMS__Requirement__c-CMPL123QMS__Related_Release__c,ContentDocumentLink-LinkedEntityId",CMPL123QMS__Release_Name__c,true,Owner,,,,a077E00000QHAPuQAP,CMPL123QMS__Release__c
a075r000006gDLGAA2,ContentDocumentLink-LinkedEntityId,CMPL123CME__Category__c,true,"CMPL123CME__Complaint_Code__r,CMPL123CME__EMDR__r,CMPL123CME__MDR_Report__r,CMPL123CME__VMSR__r,Owner",,,,a077E00000QHAPvQAP,CMPL123CME__MDR_Code__c
a075r000006gDLHAA2,"CMPL123QMS__Approved_Material__c-CMPL123QMS__Material__c,CMPL123QMS__Impacted_Lot__c-CMPL123QMS__Material__c,CMPL123QMS__Management_Review_Action__c-CMPL123QMS__Material__c,CMPL123QMS__Management_Review__c-CMPL123QMS__Material__c,CMPL123QMS__Non_Conformance__c-CMPL123QMS__Nonconforming_Material__c,CMPL123QMS__Nonconformance_Action__c-CMPL123QMS__Material__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Overall_Material_Risk_Details__c,CMPL123QMS__Overall_Material_Risk__c,Name",true,Owner,,,,a077E00000QHAPwQAP,CMPL123QMS__Material__c
a075r000006gDLIAA2,"CMPL123QMS__Nonconformance_Action__c-CMPL123QMS__Impacted_Lot__c,CMPL123__Action__c-CMPL123QMS__Impacted_Lot__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Action_Created__c,CMPL123QMS__Action_Created_for_Return__c,CMPL123QMS__Action_Created_for_Rework__c,CMPL123QMS__Action_Created_for_Scrap__c,CMPL123QMS__Actions_Taken__c,CMPL123QMS__Conforming_Qty_Comment__c,CMPL123QMS__Conforming_Qty__c,CMPL123QMS__Disposition__c,CMPL123QMS__Lot_Number__c,CMPL123QMS__Lot_Qty_UOM__c,CMPL123QMS__Lot_Qty__c,CMPL123QMS__Observations__c,CMPL123QMS__Recall_Qty_Comment__c,CMPL123QMS__Recall_Qty__c,CMPL123QMS__Return_Qty_Comment__c,CMPL123QMS__Return_To_Supplier_Qty__c,CMPL123QMS__Rework_Qty_Comment__c,CMPL123QMS__Rework_Qty__c,CMPL123QMS__Scrap_Qty_Comment__c,CMPL123QMS__Scrap_Qty__c,CMPL123QMS__Use_As_Is_Qty_Comment__c,CMPL123QMS__Use_As_Is_Qty__c",true,"CMPL123QMS__Material__r,CMPL123QMS__Non_Conformance__r,CMPL123QMS__Product__r",,,,a077E00000QHAPxQAP,CMPL123QMS__Impacted_Lot__c
a075r000006gDLJAA2,"CMPL123CME__Complaint__c-TWD_Batch__c,CMPL123QMS__Change_Control__c-CMPL123QMS__Batch__c,CMPL123QMS__Deviation__c-CMPL123QMS__Batch__c,CMPL123QMS__Management_Review_Action__c-CMPL123QMS__Batch_Lot__c,CMPL123QMS__Management_Review__c-CMPL123QMS__Batch_Lot__c,CMPL123QMS__Non_Conformance__c-CMPL123QMS__Batch__c,CMPL123QMS__Process_Unit__c-CMPL123QMS__TWD_Batch__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Batch_Notes__c,CMPL123QMS__Batch_Number__c,CMPL123QMS__Description__c,CMPL123QMS__Disposition__c,CMPL123QMS__Due_Date__c,CMPL123QMS__Investigation_Required__c,CMPL123QMS__Investigation_Summary__c,CMPL123QMS__Justification_for_No_Investigation__c,CMPL123QMS__Results_of_Release_Testing__c,CMPL123QMS__Short_Description__c,CMPL123QMS__Status__c,CMPL123QMS__TWD_Batch_External_ID__c",true,"CMPL123QMS__Assigned_To__r,CMPL123QMS__Contact__r,Owner,RecordType",,,,a077E00000QHAPyQAP,CMPL123QMS__TWD_Batch__c
a075r000006gDLBAA2,"CMPL123CME__Investigation_Template_Item__c-CMPL123CME__Investigation_Template__c,ContentDocumentLink-LinkedEntityId","CMPL123CME__Investigation_Evaluation_Status__c,CMPL123CME__Investigation_Evaluation_Version__c,CMPL123CME__Investigation_External_Id__c,CMPL123CME__Investigation_Type__c,CMPL123CME__Investigative_Admin_Duplicate_Check__c,CMPL123CME__Key_Value__c",true,"CMPL123CME__Product_Type__r,Owner,RecordType",,,,a077E00000QHAPzQAP,CMPL123CME__Investigation_Template__c
a075r000006gDLCAA2,ContentDocumentLink-LinkedEntityId,Name,true,Owner,,,,a077E00000QHAQ0QAP,CMPL123QMS__Audit_Schedule__c
a075r000006gDLKAA2,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Action_Plan__c,CMPL123QMS__Action_Taken__c,CMPL123QMS__Department__c,CMPL123QMS__Initial_Notification_Submitted_On__c,CMPL123QMS__Initial_Response_Received_On__c,CMPL123QMS__Initial_Response__c,CMPL123QMS__Latest_Notification_Submitted_On__c,CMPL123QMS__Latest_Response_Received_On__c,CMPL123QMS__Latest_Response__c,CMPL123QMS__Notification_Details__c,CMPL123QMS__Regulatory_Agency__c,CMPL123QMS__Regulatory_Office__c,CMPL123QMS__Short_Description__c,Name",true,"CMPL123QMS__Assigned_To__r,CMPL123QMS__Batch_Lot__r,CMPL123QMS__Management_Review__r,CMPL123QMS__Material__r,CMPL123QMS__Product__r,Owner,RecordType",,,,a077E00000QHAQ1QAP,CMPL123QMS__Management_Review_Action__c
a075r000006gDLLAA2,"CMPL123QMS__CAPA_Effectiveness_Check__c-CMPL123QMS__CAPA__c,CMPL123QMS__Deviation__c-CMPL123QMS__Related_CAPA__c,CMPL123QMS__Effectiveness_Check__c-CMPL123QMS__CAPA__c,CMPL123QMS__Escalated_Action__c-CMPL123QMS__CAPA__c,CMPL123QMS__Extension_Request__c-CMPL123QMS__CAPA__c,CMPL123QMS__Investigation__c-TWD_CAPA__c,CMPL123QMS__Non_Conformance__c-CMPL123QMS__Related_CAPA__c,CMPL123QMS__Risk_CAPA__c-CMPL123QMS__CAPA__c,CMPL123__Action__c-CMPL123QMS__CAPA__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Actions_to_be_Completed__c,CMPL123QMS__Additional_Comments__c,CMPL123QMS__Assessment_of_Risk__c,CMPL123QMS__CAPA_Source__c,CMPL123QMS__CAPA_Title__c,CMPL123QMS__CAPA_Type__c,CMPL123QMS__Cause_Type__c,CMPL123QMS__Closure_Comment__c,CMPL123QMS__Document_Specification_Changes__c,CMPL123QMS__Documentation__c,CMPL123QMS__Effectiveness_of_Actions__c,CMPL123QMS__Employee_Training__c,CMPL123QMS__Evidence__c,CMPL123QMS__Explanation_of_Problem__c,CMPL123QMS__Implementation_Completed_Date__c,CMPL123QMS__Implementation_Due_Date__c,CMPL123QMS__Implementation_Start_Date__c,CMPL123QMS__Implementation_Summary__c,CMPL123QMS__Implemented_as_Planned__c,CMPL123QMS__Investigation_Completed_Date__c,CMPL123QMS__Investigation_Due_Date__c,CMPL123QMS__Investigation_Procedure__c,CMPL123QMS__Investigation_Start_Date__c,CMPL123QMS__Objective_of_Investigation__c,CMPL123QMS__Originating_Site__c,CMPL123QMS__Other_Products_Affected__c,CMPL123QMS__Potential_Impact__c,CMPL123QMS__Problem_Statement__c,CMPL123QMS__Remedial_Action_s__c,CMPL123QMS__Responsibilities_and_Resources__c,CMPL123QMS__Results_and_Data__c,CMPL123QMS__Root_Cause_Category__c,CMPL123QMS__Root_Cause_Sub_Category__c,CMPL123QMS__Root_Cause_of_Problem__c,CMPL123QMS__TWD_CAPA_Monitoring_Status__c,CMPL123QMS__TWD_CAPA_Status_Flag__c,CMPL123QMS__TWD_Unique_External_ID__c,CMPL123QMS__Verification_Completed_Date__c,CMPL123QMS__Verification_Due_Date__c,CMPL123QMS__Verification_Method__c,CMPL123QMS__Verification_Start_Date__c,CMPL123QMS__Verification_of_Results__c,Record_Type_Flag__c,TWD_Action_Plan__c,TWD_Actions_Taken__c,TWD_Additional_Risk_Reduction_Required__c,TWD_Business_Risk__c,TWD_CAPA_Closure_Date__c,TWD_Compliance_Risk__c,TWD_Date_Initiated__c,TWD_Department__c,TWD_Description__c,TWD_Device_Problem__c,TWD_Due_Date__c,TWD_Effectiveness_Check_Required__c,TWD_Effectiveness_Summary__c,TWD_Health_Risk__c,TWD_Immediate_Actions__c,TWD_Impact_Analysis__c,TWD_Implemented_as_Planned__c,TWD_Investigation_Required__c,TWD_Investigation_Summary__c,TWD_Justification_No_Effectiveness_Check__c,TWD_Likelihood_of_Detection__c,TWD_Likelihood_of_Occurrence__c,TWD_Product_Problem__c,TWD_Risk_Acceptable__c,TWD_Risk_Assessment__c,TWD_Risk_Category__c,TWD_Risk_High_Text__c,TWD_Risk_Low_Text__c,TWD_Risk_Medium_Text__c,TWD_Root_Cause_Summary__c,TWD_Root_Cause__c,TWD_Severity__c,TWD_Short_Description__c",true,"Audit_Finding__r,CAPA_Request__r,CMPL123QMS__OOS__r,CMPL123QMS__Product__r,Owner,RecordType,TWD_Assigned_To__r,TWD_CAPA_Owner__r,TWD_Complaint__r,TWD_Effectiveness_Assigned_To__r,TWD_Effectiveness_Owner__r,TWD_Final_Approver__r,TWD_Nonconformance__r,TWD_Quality_Event__r",,,,a077E00000QHAQ2QAP,CMPL123QMS__CAPA__c
a075r000006gDLMAA2,"CMPL123CME__Complaint_Investigation__c-CMPL123CME__Investigation_Evaluation__c,CMPL123CME__Investigation_Items__c-CMPL123CME__Investigation__c,ContentDocumentLink-LinkedEntityId","CMPL123CME__Investigation_Completed_Date__c,CMPL123CME__Investigation_Due_Date__c,CMPL123CME__Key_Value__c,CMPL123CME__Overdue__c,CMPL123CME__RCA__c,CMPL123CME__Total_Score__c,CMPL123CME__Total_Weight__c,Name",true,"CMPL123CME__Complaint__r,CMPL123CME__Findings_Code__r,CMPL123CME__Root_Cause_Coding__r,CMPL123CME__Root_Cause__r,Owner,TWD_Quality_Event__r",,,,a077E00000QHAQ3QAP,CMPL123CME__Investigation__c
a075r000006gDLNAA2,"CMPL123CME__MDR__c-CMPL123CME__E1_Initial_Reporter__c,CMPL123CME__MDR__c-CMPL123CME__F4_User_Facility_Contact__c,CMPL123CME__MDR__c-CMPL123CME__Reporter_Initial__c,CMPL123CME__MDR__c-CMPL123CME__User_Facility_Importer_Contact__c,CMPL123QMS__Location__c-CMPL123QMS__Location_Contact__c,CMPL123QMS__Product_Return__c-CMPL123QMS__Contact_1__c,CMPL123QMS__Product_Return__c-CMPL123QMS__Contact_2__c,CMPL123QMS__Product_Return__c-CMPL123QMS__Contact_3__c,Contact-MasterRecordId,Contact-ReportsToId,ContentDocumentLink-LinkedEntityId","AssistantName,AssistantPhone,Birthdate,Department,Description,Email,EmailBouncedDate,EmailBouncedReason,Fax,FirstName,HomePhone,IsEmailBounced,Jigsaw,LastCURequestDate,LastCUUpdateDate,LastName,LeadSource,MailingAddress,MailingCity,MailingCountry,MailingGeocodeAccuracy,MailingLatitude,MailingLongitude,MailingPostalCode,MailingState,MailingStreet,MobilePhone,Name,OtherAddress,OtherCity,OtherCountry,OtherGeocodeAccuracy,OtherLatitude,OtherLongitude,OtherPhone,OtherPostalCode,OtherState,OtherStreet,Phone,PhotoUrl,Salutation,Title",true,"Account,MasterRecord,Owner,ReportsTo",,,,a077E00000QHAQ4QAP,Contact
a075r000006gDLOAA2,"CMPL123QMS__Audit_Finding_Related_Product__c-CMPL123QMS__Audit_Finding__c,CMPL123QMS__Audit_Finding__c-CMPL123QMS__Audit_Finding__c,CMPL123QMS__CAPA__c-Audit_Finding__c,CMPL123QMS__Extension_Request__c-CMPL123QMS__Audit_Finding__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Applicable_Standards_and_Clauses__c,CMPL123QMS__CAPA_Required__c,CMPL123QMS__Date_Opened__c,CMPL123QMS__Due_Date__c,CMPL123QMS__Finding_Area__c,CMPL123QMS__Finding_Type__c,CMPL123QMS__Integration_ID__c,CMPL123QMS__Integration_Message__c,CMPL123QMS__Justification_for_no_CAPA__c,CMPL123QMS__Justification_for_no_EC__c,CMPL123QMS__MessageID__c,CMPL123QMS__No_of_CAPAs__c,CMPL123QMS__Parent_Manager_to_be_Audited_Email__c,CMPL123QMS__Problem_Statement__c,CMPL123QMS__Related_CAPA_not_closed__c,CMPL123QMS__Response__c,CMPL123QMS__Severity__c,CMPL123QMS__Short_Description__c",true,"CMPL123QMS__Assigned_To__r,CMPL123QMS__Audit_Finding__r,CMPL123QMS__Audit__r,CMPL123QMS__Supplier_Site__r,CMPL123QMS__Vendor__r,Owner,RecordType",,,,a077E00000QHAQ5QAP,CMPL123QMS__Audit_Finding__c
a075r000006gDLPAA2,ContentDocumentLink-LinkedEntityId,,true,"CMPL123QMS__Quality_Event__r,CMPL123QMS__Risk__r",,,,a077E00000QHAQ6QAP,CMPL123QMS__Risk_Quality_Event__c
a075r000006gDLQAA2,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Department__c,CMPL123Rule_Key_Value__c,CMPL123Task_Key_Value__c,CMPL123__Action_Plan__c,CMPL123__Action_Taken__c,CMPL123__Due_Date__c,CMPL123__Error_ID__c,CMPL123__Error_Message__c,CMPL123__External_ID__c,CMPL123__Message_ID__c,Name,OLY_Action_Not_Completed__c,OLY_Canceled_By__c,OLY_Canceled_Date__c,OLY_Completed_By__c,OLY_Completed_Date__c,OLY_Reopened_By__c,OLY_Reopened_Date__c,OLY_Requested_Action__c,OLY_Submitted_By__c,OLY_Submitted_Date__c,OLY_Type__c,TWD_Department__c",true,"OLY_Assigned_To__r,OLY_Complaint__r,OLY_Inquiry__r,OLY_Investigation__r,Owner,RecordType",,,,a077E00000QHAQ7QAP,CMPL123__Action__c
a075r000006gDLRAA2,"ContentDocumentLink-LinkedEntityId,CMPL123CME__Questionnaire_Items__c-CMPL123CME__Questions_Template_Item__c,CMPL123CME__Questions_Template_Item__c-CMPL123CME__Parent_Item__c","CMPL123CME__Active__c,CMPL123CME__Applicable_Countries__c,CMPL123CME__Assessment_Comment_Required_Options__c,CMPL123CME__Eligible_For_GDT__c,CMPL123CME__Is_Comment_Required__c,CMPL123CME__Probable_Keywords_from_Answer__c,CMPL123CME__QT1_External_Id__c,CMPL123CME__Question_Item_Value__c,CMPL123CME__Question_No__c,CMPL123CME__Question_Text__c,CMPL123CME__RecordType_Name__c,CMPL123CME__Reporting_Timeline__c,CMPL123CME__Severity_Level__c,CMPL123CME__Weight__c,Name,OLY_Reportable__c,OLY_Type_of_Report__c,OLY_Type_of_Reportable_Event__c",true,"CMPL123CME__Parent_Item__r,CMPL123CME__Questions_Template__r,RecordType",,,,a077E00000QHAQ8QAP,CMPL123CME__Questions_Template_Item__c
a075r000006gDLSAA2,ContentDocumentLink-LinkedEntityId,"CMPL123CME__Address__c,CMPL123CME__Age_of_Device__c,CMPL123CME__Availability_of_device_for_evaluation__c,CMPL123CME__Complainant_is_a__c,CMPL123CME__Control_Lot_Serial_No__c,CMPL123CME__Corrective_Actions_taken__c,CMPL123CME__Date_Submitted__c,CMPL123CME__Date_of_Incident__c,CMPL123CME__Details_of_Incident__c,CMPL123CME__Device_Classification__c,CMPL123CME__Device_Identification_No__c,CMPL123CME__Device_License_No__c,CMPL123CME__Did_Importer_Reportred_Incid_to_Manufact__c,CMPL123CME__Expiration_Date__c,CMPL123CME__Explanation_if_Neither__c,CMPL123CME__Health_Canada_File_No__c,CMPL123CME__How_Many_Days_Report__c,CMPL123CME__How_long_was_the_device_in_use__c,CMPL123CME__If_Preliminary_final_report_date__c,CMPL123CME__If_Update_Final_Previous_Date__c,CMPL123CME__If_neither_give_explanation__c,CMPL123CME__Importer_Establishment_Licence_Number__c,CMPL123CME__Importer_Health_Canada_ID_No__c,CMPL123CME__Importer_Name_and_Address__c,CMPL123CME__Incident_Occurred_During__c,CMPL123CME__Investigative_Actions_and_Timeline__c,CMPL123CME__Is_Importer_Submitting_Report__c,CMPL123CME__Manufacturer_Establishment_License__c,CMPL123CME__Manufacturer_Health_Canada_Id_No__c,CMPL123CME__Manufacturer_Medical_Device_Identifier__c,CMPL123CME__Manufacturer_Name_and_Address__c,CMPL123CME__Name_of_Complainant__c,CMPL123CME__Name_of_Health_Care_Facility__c,CMPL123CME__Patient_Consequences__c,CMPL123CME__Reporter_Awareness_Date__c,CMPL123CME__Reporter_Contact_Information__c,CMPL123CME__Reporter_File_No__c,CMPL123CME__Reporter_Type__c,CMPL123CME__Root_Cause_of_Problem__c,CMPL123CME__Software_Version__c,CMPL123CME__Telephone_No_Email_Address__c,CMPL123CME__Trade_Brand_Name__c,CMPL123CME__Type_of_Report__c,CMPL123CME__Was_the_device_labelled_as_sterile__c,CMPL123CME__Where_did_the_Incident_Occured__c",true,"CMPL123CME__Related_Complaint__r,Owner,RecordType",,,,a077E00000QHAQ9QAP,CMPL123CME__CVR__c
a075r000006gDLTAA2,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Disposal_Value__c,CMPL123QMS__New_Version__c,CMPL123QMS__Part_Disposition__c,CMPL123QMS__Quantity__c,CMPL123QMS__Statuses__c",true,"CMPL123QMS__Change_Control__r,CMPL123QMS__Part_Information__r",,,,a077E00000QHAQAQA5,CMPL123QMS__Change_Control_Item__c
